ctag	ch	ch_female
ASSISTANTCOMMENT_BOXTOBOX3	$playername防守很好，有时会支持袭击.	$playername防守很好，有时会支持袭击.
ASSISTANTCOMMENT_DEFENCEDOMINATED1	我们的防守很好.	我们的防守很好.
ASSISTANTCOMMENT_DEFENCEDOMINATED2	我们在防守方面表现出色.	我们在防守方面表现出色.
ASSISTANTCOMMENT_DEFENCEDOMINATED3	我们的防御力很强.	我们的防御力很强.
ASSISTANTCOMMENT_DEFENCELACKING1	我们缺乏防御.	我们缺乏防御.
ASSISTANTCOMMENT_DEFENCELACKING2	我们无法应付他们的袭击.	我们无法应付他们的袭击.
ASSISTANTCOMMENT_DEFENCELACKING3	对手前锋突破了我们的防御.	对手前锋突破了我们的防御.
ASSISTANTCOMMENT_DIVER_YELLOW1	$playername愚蠢地拿到了一张黄牌警告.	$playername愚蠢地拿到了一张黄牌警告.
ASSISTANTCOMMENT_DIVER_YELLOW2	裁判员发现$playername的违规，并给了他黄牌警告.	裁判员发现$playername的违规，并给了他黄牌警告.
ASSISTANTCOMMENT_DIVER_2NDYELLOW1	$playername愚蠢地想获得第二次黄牌警告.	$playername愚蠢地想获得第二次黄牌警告.
ASSISTANTCOMMENT_DIVER_2NDYELLOW2	$playername因假摔得到第二张黄牌而被罚下场。	$playername因假摔得到第二张黄牌而被罚下场。
ASSISTANTCOMMENT_DIVER_NOPEN1	$playername未能用他的表演欺骗裁判。	$playername未能用他的表演欺骗裁判。
ASSISTANTCOMMENT_DIVER_NOPEN2	$playername很幸运没有被预定潜水.	$playername很幸运没有被预定潜水.
ASSISTANTCOMMENT_DIVER_PEN1	$playername的戏剧表演为我们赢得了点球.	$playername的戏剧表演为我们赢得了点球.
ASSISTANTCOMMENT_DIVER_PEN2	$playername中的巧妙模拟为我们赢得了点球.	$playername中的巧妙模拟为我们赢得了点球.
ASSISTANTCOMMENT_FOXINTHEBOX1	$playername在竞争对手中也是屈指可数.	$playername在竞争对手中也是屈指可数.
ASSISTANTCOMMENT_FOXINTHEBOX2	$playername很好地进入了对手的禁区.	$playername很好地进入了对手的禁区.
ASSISTANTCOMMENT_FOXINTHEBOX3	$playername在球门中找到了空间.	$playername在球门中找到了空间.
ASSISTANTCOMMENT_FOXINTHEBOX4	$playername取得了一些不错的成绩.	$playername取得了一些不错的成绩.
ASSISTANTCOMMENT_GAMECHANGER1	$playername尽管落后，但仍拒绝放弃.	$playername尽管落后，但仍拒绝放弃.
ASSISTANTCOMMENT_GAMECHANGER2	$playername在我们落后之后表现出了重返赛场的真正决心.	$playername在我们落后之后表现出了重返赛场的真正决心.
ASSISTANTCOMMENT_GAMECHANGER3	当我们落后时，$playername开始工作。	当我们落后时，$playername开始工作。
ASSISTANTCOMMENT_INJURYHAPPINESS1	$playername愚蠢的受了伤.他的思想并没有集中在游戏上.	$playername愚蠢的受了伤.他的思想并没有集中在游戏上.
ASSISTANTCOMMENT_INJURYHAPPINESS2	$playername可以避免受伤。他的心态全错了.	$playername可以避免受伤。他的心态全错了.
ASSISTANTCOMMENT_INJURYHAPPINESS3	$playername只能为自己的受伤负责。.他的心态不正确.	$playername只能为自己的受伤负责。.他的心态不正确.
ASSISTANTCOMMENT_MIDFIELDDOMINATED1	我们在中场击败了他们.	我们在中场击败了他们.
ASSISTANTCOMMENT_MIDFIELDDOMINATED2	我们的中场控制了比赛.	我们的中场控制了比赛.
ASSISTANTCOMMENT_MIDFIELDDOMINATED3	我们在中场占据统治地位.	我们在中场占据统治地位.
ASSISTANTCOMMENT_MIDFIELDLACKING1	我们在中场挣扎.	我们在中场挣扎.
ASSISTANTCOMMENT_MIDFIELDLACKING2	对手控制了中场.	对手控制了中场.
ASSISTANTCOMMENT_MIDFIELDLACKING3	对手在中场占主导地位.	对手在中场占主导地位.
ASSISTANTCOMMENT_OUTOFPOSITION1	$playername位置不佳时感到不舒服.	$playername位置不佳时感到不舒服.
ASSISTANTCOMMENT_OUTOFPOSITION2	$playername发挥自己的首选位置是一个问题.	$playername发挥自己的首选位置是一个问题.
ASSISTANTCOMMENT_OUTOFPOSITION3	对手给$playername造成了麻烦，他们发挥了自己的优势.	对手给$playername造成了麻烦，他们发挥了自己的优势.
ASSISTANTCOMMENT_OUTOFPOSITION4	$playername是一个圆孔中的方形钉子.	$playername是一个圆孔中的方形钉子.
ASSISTANTCOMMENT_OUTOFPOSITION5	$playername不喜欢扮演位置错误的角色.	$playername不喜欢扮演位置错误的角色.
ASSISTANTCOMMENT_OUTOFPOSITION6	球员位置偏离位置会使他们感到疲倦.	球员位置偏离位置会使他们感到疲倦.
ASSISTANTCOMMENT_OUTOFPOSITION7	球员不在位置时会更快疲劳	球员不在位置时会更快疲劳
ASSISTANTCOMMENT_PLAYMAKER1	$playername取得了一些不错的成绩.	$playername取得了一些不错的成绩.
ASSISTANTCOMMENT_PLAYMAKER2	$playername显示了他的传球范围.	$playername显示了他的传球范围.
ASSISTANTCOMMENT_PLAYMAKER3	$playername的过人是首屈一指的.	$playername的过人是首屈一指的.
ASSISTANTCOMMENT_STATFOULS1	我们表现出缺乏纪律性.	我们表现出缺乏纪律性.
ASSISTANTCOMMENT_STATFOULS2	我们今天犯规了.	我们今天犯规了.
ASSISTANTCOMMENT_STATFOULS3	我们太激进了.	我们太激进了.
ASSISTANTCOMMENT_STATFOULS4	我们丢了太多的任意球.	我们丢了太多的任意球.
ASSISTANTCOMMENT_STATFOULS5	我们的男孩太生气了.	我们的男孩太生气了.
ASSISTANTCOMMENT_STATPOSSESSIONGOOD1	我们控制着财产.	我们控制着财产.
ASSISTANTCOMMENT_STATPOSSESSIONGOOD2	我们把球保持得很好.	我们把球保持得很好.
ASSISTANTCOMMENT_STATPOSSESSIONGOOD3	我们看上去很放心.	我们看上去很放心.
ASSISTANTCOMMENT_SUPERSUB1	$playername作为替补产生了影响.	$playername作为替补产生了影响.
ASSISTANTCOMMENT_SUPERSUB2	$playername当他加入时产生了真正的影响.	$playername当他加入时产生了真正的影响.
ASSISTANTCOMMENT_SUPERSUB3	$playername在替补席上很有用.	$playername在替补席上很有用.
ASSISTANTCOMMENT_TARGETMAN1	$playername有时会保持良好状态.	$playername有时会保持良好状态.
ASSISTANTCOMMENT_TARGETMAN2	$playername显示了为什么他是一个很好的射门球员。	$playername显示了为什么他是一个很好的射门球员。
ASSISTANTCOMMENT_TARGETMAN3	$playername表现出色.	$playername表现出色.
ASSISTANTCOMMENT_WIN1	这是很好的结果.	这是很好的结果.
ASSISTANTCOMMENT_WIN2	这是一个很棒的表现.	这是一个很棒的表现.
ASSISTANTCOMMENT_WIN3	赢得了一场胜利.	赢得了一场胜利.
ASSISTANTCOMMENT_WIN4	小伙子们整体表现不错.	小伙子们整体表现不错.
ASSISTANTCOMMENT_WIN5	很好的结果.	很好的结果.
ASSISTANTCOMMENT_WIN6	我们的努力正在获得回报.	我们的努力正在获得回报.
ASSISTANTCOMMENT_WIN7	俱乐部正在前进.	俱乐部正在前进.
ASSISTANTCOMMENT_WIN8	让我们享受这个结果，然后专注于下一场比赛.	让我们享受这个结果，然后专注于下一场比赛.
ASSISTANTCOMMENT_WINCUPFINAL1	结果如何!了不起的成就!	结果如何!了不起的成就!
ASSISTANTCOMMENT_WINCUPFINAL2	整个团队都取得了令人难以置信的成就!	整个团队都取得了令人难以置信的成就!
ASSISTANTCOMMENT_WINCUPFINAL3	哇!多么美好的一天!	哇!多么美好的一天!
ASSISTANTCOMMENT_WINCUPFIXTURE1	不错的成绩.这将提高团队的士气.	不错的成绩.这将提高团队的士气.
ASSISTANTCOMMENT_WINCUPFIXTURE2	进入下一轮!	进入下一轮!
ASSISTANTCOMMENT_WINCUPFIXTURE3	增强信心的结果.	增强信心的结果.
ASSISTANTCOMMENT_LOSS1	我们需要振作起来然后再去.	我们需要振作起来然后再去.
ASSISTANTCOMMENT_LOSS2	我们需要加倍努力.	我们需要加倍努力.
ASSISTANTCOMMENT_LOSS3	我们应该从这个比赛中得到更多.	我们应该从这个比赛中得到更多.
ASSISTANTCOMMENT_LOSS4	我们今天落后了一步.	我们今天落后了一步.
ASSISTANTCOMMENT_LOSS5	我们今天很不幸.	我们今天很不幸.
ASSISTANTCOMMENT_LOSS6	表现不佳.	表现不佳.
ASSISTANTCOMMENT_LOSS7	令人失望的结果.	令人失望的结果.
ASSISTANTCOMMENT_LOSS8	让我们把这个结果抛在脑后继续前进.	让我们把这个结果抛在脑后继续前进.
ASSISTANTCOMMENT_PLAYERAGING1	$playername$age岁了.他的步伐和力量只会下降.	$playername$age岁了.他的步伐和力量只会下降.
ASSISTANTCOMMENT_PLAYERAGING2	$playername随着年龄的增长，步伐和力量将会减弱.	$playername随着年龄的增长，步伐和力量将会减弱.
ASSISTANTCOMMENT_PLAYERAGING3	$playername正在显示年龄的影响.	$playername正在显示年龄的影响.
ASSISTANTCOMMENT_PLAYERAGING4	到$playername$age岁，将需要额外的恢复时间.	到$playername$age岁，将需要额外的恢复时间.
ASSISTANTCOMMENT_PLAYERAGING5	$playername不再年轻了，体力开始下降了	$playername不再年轻了，体力开始下降了
ASSISTANTCOMMENT_PLAYERPOTENTIAL1	$playername具有很大的潜力.	$playername具有很大的潜力.
ASSISTANTCOMMENT_PLAYERPOTENTIAL2	$playername可以发展成为出色的球员.	$playername可以发展成为出色的球员.
ASSISTANTCOMMENT_PLAYERPOTENTIAL3	我们应该帮助$playername发挥他的潜力.	我们应该帮助$playername发挥他的潜力.
ASSISTANTCOMMENT_PLAYERPOTENTIAL4	$playername具有潜力.	$playername具有潜力.
ASSISTANTCOMMENT_PLAYERPOTENTIAL5	在我们的帮助下$playername可以发挥他的潜力.	在我们的帮助下$playername可以发挥他的潜力.
ASSISTANTCOMMENT_LOSTLEAD1	获胜时我们需要变得更有韧性.	获胜时我们需要变得更有韧性.
ASSISTANTCOMMENT_LOSTLEAD2	下半场我们把比赛丢掉了.	下半场我们把比赛丢掉了.
ASSISTANTCOMMENT_LOSTLEAD3	下半场的表现使我们付出了代价.	下半场的表现使我们付出了代价.
ASSISTANTCOMMENT_LOSTLEAD4	下半场我们犯错了.	下半场我们犯错了.
ASSISTANTCOMMENT_LOSTLEAD5	上半场时我们站在前面，结果搞砸了。	上半场时我们站在前面，结果搞砸了。
ASSISTANTCOMMENT_LOSTLEAD6	我们在下半场失去了领先优势。	我们在下半场失去了领先优势。
ASSISTANTCOMMENT_LOSTLEAD7	小伙子们觉得他们把比赛搞砸了。	小伙子们觉得他们把比赛搞砸了。
ASSISTANTCOMMENT_LOSTLEADLATE1	小伙子们感觉就像他们丢掉了比赛.	小伙子们感觉就像他们丢掉了比赛.
ASSISTANTCOMMENT_LOSTLEADLATE2	我们在最后15分钟搞砸了比赛!	我们在最后15分钟搞砸了比赛!
ASSISTANTCOMMENT_LOSTLEADLATE3	我们需要保持韧性，直到比赛结束.	我们需要保持韧性，直到比赛结束.
ASSISTANTCOMMENT_LOSTLEADLATE4	我们需要保持领先的位置.	我们需要保持领先的位置.
ASSISTANTCOMMENT_LOSTLEADLATE5	小伙子们在比赛中这么晚才被淘汰.	小伙子们在比赛中这么晚才被淘汰.
ASSISTANTCOMMENT_LOSTLEADLATE6	我们最终失去了它.	我们最终失去了它.
ASSISTANTCOMMENT_LOSTLEADLATE7	我们在最后认输了.	我们在最后认输了.
ASSISTANTCOMMENT_COMEBACK1	我们在下半场进行了出色的反击.	我们在下半场进行了出色的反击.
ASSISTANTCOMMENT_COMEBACK2	那是一个挑衅的卷土重来.	那是一个挑衅的卷土重来.
ASSISTANTCOMMENT_COMEBACK3	下半场的表现令人难以置信.	下半场的表现令人难以置信.
ASSISTANTCOMMENT_COMEBACK4	下半场有个好转!	下半场有个好转!
ASSISTANTCOMMENT_COMEBACK5	小伙子们从后面进攻做得很好。	小伙子们从后面进攻做得很好。
ASSISTANTCOMMENT_COMEBACK6	球队在下半场表现出了真正的个性.	球队在下半场表现出了真正的个性.
ASSISTANTCOMMENT_COMEBACK7	那是充满活力的下半场复出.	那是充满活力的下半场复出.
ASSISTANTCOMMENT_COMEBACKLATE1	球队表现出了真正的反击实力.	球队表现出了真正的反击实力.
ASSISTANTCOMMENT_COMEBACKLATE2	小伙子们从未放弃.	小伙子们从未放弃.
ASSISTANTCOMMENT_COMEBACKLATE3	小伙子们一直战斗到最后.	小伙子们一直战斗到最后.
ASSISTANTCOMMENT_COMEBACKLATE4	那晚回来之后，男孩们兴奋的呼喊.	那晚回来之后，男孩们兴奋的呼喊.
ASSISTANTCOMMENT_COMEBACKLATE5	球队表现出了反击的本色.	球队表现出了反击的本色.
ASSISTANTCOMMENT_COMEBACKLATE6	多么卷土重来!	多么卷土重来!
ASSISTANTCOMMENT_COMEBACKLATE7	团队表现出了真正的信念，希望能在晚些时候将其扭转.	团队表现出了真正的信念，希望能在晚些时候将其扭转.
ASSISTANTCOMMENT_GOODRUN1	我们需要继续努力.	我们需要继续努力.
ASSISTANTCOMMENT_GOODRUN2	我们目前运转良好.	我们目前运转良好.
ASSISTANTCOMMENT_GOODRUN3	我们需要保持专注，以保持这一进展.	我们需要保持专注，以保持这一进展.
ASSISTANTCOMMENT_GOODRUN4	我们需要关注球员的关注点，以确保比赛顺利进行.	我们需要关注球员的关注点，以确保比赛顺利进行.
ASSISTANTCOMMENT_GOODRUN5	如果我们能让小队开心，我们就可以继续保持良好状态.	如果我们能让小队开心，我们就可以继续保持良好状态.
ASSISTANTCOMMENT_BADRUN1	我们经营不善.	我们经营不善.
ASSISTANTCOMMENT_BADRUN2	目前我们没有任何运气.	目前我们没有任何运气.
ASSISTANTCOMMENT_BADRUN3	我们需要扭转这种可怜的形式.	我们需要扭转这种可怜的形式.
ASSISTANTCOMMENT_BADRUN4	如果我们解决了球员的担忧，我们可以扭转这种糟糕的局面.	如果我们解决了球员的担忧，我们可以扭转这种糟糕的局面.
ASSISTANTCOMMENT_BADRUN5	如果我们提高球队的幸福感，我们可以回到制胜之道.	如果我们提高球队的幸福感，我们可以回到制胜之道.
ASSISTANTCOMMENT_BADRUN6	如果我们能取得胜利，那将会给球员带来巨大的升力.	如果我们能取得胜利，那将会给球员带来巨大的升力.
ASSISTANTCOMMENT_BADRUN7	这种糟糕的表现使球员感到紧张.	这种糟糕的表现使球员感到紧张.
ASSISTANTCOMMENT_CONCERNS_SELECTION1	许多球员不满意被球队淘汰.	许多球员不满意被球队淘汰.
ASSISTANTCOMMENT_CONCERNS_SELECTION2	我们对很多被淘汰的球员感到失望.	我们对很多被淘汰的球员感到失望.
ASSISTANTCOMMENT_CONCERNS_SELECTION3	一些球员担心被排斥在外.	一些球员担心被排斥在外.
ASSISTANTCOMMENT_CONCERNS_SELECTION4	我们有些球员担心不参加比赛.	我们有些球员担心不参加比赛.
ASSISTANTCOMMENT_CONCERNS_SELECTION5	一些球员担心他们缺乏上场时间.	一些球员担心他们缺乏上场时间.
ASSISTANTCOMMENT_CONCERNS_FORM1	太多的球员担心球队的目前状态.	太多的球员担心球队的目前状态.
ASSISTANTCOMMENT_CONCERNS_CONTRACT1	太多的球员担心他们的合同.	太多的球员担心他们的合同.
ASSISTANTCOMMENT_CONCERNS_DEVELOPMENT1	太多的球员关注他们的发展.	太多的球员关注他们的发展.
ASSISTANTCOMMENT_PLAYERFORM_GOOD1	$playername的形式很棒.	$playername的形式很棒.
ASSISTANTCOMMENT_PLAYERFORM_GOOD2	$playername最近着火了.	$playername最近着火了.
ASSISTANTCOMMENT_PLAYERFORM_GOOD3	$playername的形式是来电的.	$playername的形式是来电的.
ASSISTANTCOMMENT_PLAYERFORM_GOOD4	$playername表现出色.	$playername表现出色.
ASSISTANTCOMMENT_PLAYERFORM_GOOD5	$playername位于最佳状态.	$playername位于最佳状态.
ASSISTANTCOMMENT_PLAYERFORM_POOR1	$playername努力寻找阵型.	$playername努力寻找阵型.
ASSISTANTCOMMENT_PLAYERFORM_POOR2	$playername的阵型不正确.	$playername的阵型不正确.
ASSISTANTCOMMENT_PLAYERFORM_POOR3	$playername今天再次挣扎.	$playername今天再次挣扎.
